ID,Cant_Picos_Detectados,Cant_Ventanas_Probadas,SIGMA,W_STEP,W_RANGE,RESOLUTION,HEIGHT,IoU_mejor_ventana,NAC_mejor_ventana,ELM_mejor_ventana
WCOMP01.fits,62,810,50,50,1800,300,0.025,0.8235414937394231,0.06245473922833156,0.107520722544907
