Wavelength (Å),Sum,He I (9.8e-01),He II (2.2e-04),Ne I (9.9e-03),Ne II (1.1e-04),Ne III (3.7e-15),Ar I (2.8e-03),Ar II (7.2e-03),Ar III (7.6e-08)
2715.4,"0,000007065","0,0000006526","1,636E-12",,,"5,294E-24",,,"0,000006412"
2717.3,"0,00001213","0,000003303","3,012E-12",,,"1,525E-24",,,"0,00000883"
2719.2,"0,00002707","0,00001568","5,194E-12",,,"5,158E-25",,,"0,00001139"
2721.2,"0,00008932","0,00007545","8,589E-12",,,"2,706E-25",,,"0,00001387"
2723.1,"0,0003299","0,0003142","1,295E-11",,,"2,374E-25",,,"0,00001564"
2725,"0,001244","0,001228","1,83E-11",,,"2,523E-25",,,"0,00001653"
2726.9,"0,004517","0,004501","2,423E-11",,,"2,796E-25",,,"0,00001639"
2728.8,"0,01549","0,01548","3,004E-11",,,"3,103E-25",,,"0,00001527"
2730.8,"0,05303","0,05301","3,511E-11",,,"3,444E-25",,,"0,00001329"
2732.7,"0,1599","0,1599","3,807E-11",,,"3,804E-25",,,"0,00001102"
2734.6,"0,4525","0,4525","3,868E-11",,,"4,253E-25",,,"0,000008741"
2736.5,"1,201","1,201","3,681E-11",,,"4,908E-25",,,"0,000006745"
2738.5,"3,134","3,134","3,256E-11",,,"6,133E-25",,,"0,000005111"
2740.4,"7,297","7,297","2,71E-11",,,"8,527E-25",,,"0,000004017"
2742.3,"15,94","15,94","2,113E-11",,,"1,378E-24",,,"0,000003285"
2744.2,"32,67","32,67","1,544E-11",,,"2,563E-24",,,"0,000002789"
2746.2,"64,89","64,89","1,034E-11",,,"5,447E-24",,,"0,00000239"
2748.1,"116,7","116,7","6,604E-12",,,"1,167E-23",,,"0,000002044"
2750,"196,7","196,7","3,952E-12",,,"2,531E-23",,,"0,000001693"
2751.9,"311,3","311,3","2,216E-12",,,"5,449E-23",,,"0,000001339"
2753.8,462,462,"1,164E-12",,,"1,15E-22",,,"0,000001003"
2755.8,"653,4","653,4","5,507E-13",,,"2,443E-22",,,"0,000000694"
2757.7,"850,7","850,7","2,53E-13",,,"4,809E-22",,,"0,0000004588"
2759.6,1039,1039,"1,089E-13",,,"9,058E-22",,,"0,0000002847"
2761.5,1191,1191,"4,388E-14",,,"1,626E-21",,,"0,0000001657"
2763.5,1282,1282,"1,572E-14",,,"2,847E-21",,,"0,00000008743"
2765.4,1289,1289,"5,541E-15",,,"4,592E-21",,,"0,00000004458"
2767.3,1215,1215,"1,83E-15",,,"7,019E-21",,,"0,0000000213"
2769.2,1075,1075,"5,663E-16",,,"1,017E-20",,,"0,000000009542"
2771.2,"881,7","881,7","1,535E-16",,,"1,419E-20",,,"0,000000003821"
2773.1,"684,1","684,1","4,154E-17",,,"1,847E-20",,,"0,000000001498"
2775,498,498,"1,053E-17",,,"2,287E-20",,,"5,507E-10"
2776.9,340,340,"2,501E-18",,,"2,698E-20",,,"1,897E-10"
2778.8,"217,8","217,8","5,564E-19",,,"3,036E-20",,,"6,127E-11"
2780.8,"127,2","127,2","1,066E-19",,,"3,274E-20",,,"1,738E-11"
2782.7,"71,49","71,49","2,074E-20",,,"3,359E-20",,,"4,913E-12"
2784.6,"37,69","37,69","3,78E-21",,,"3,298E-20",,,"1,302E-12"
2786.5,"18,64","18,64","6,455E-22",,,"3,098E-20",,,"3,233E-13"
2788.5,"8,292","8,292","9,359E-23",,,"2,762E-20",,,"6,956E-14"
2790.4,"3,603","3,603","1,398E-23",,,"2,362E-20",,,"1,512E-14"
2792.3,"1,486","1,486","1,955E-24",,"9,868E-21","1,925E-20",,,"3,082E-15"
2794.2,"0,6307","0,6307","2,563E-25",,"7,768E-20","1,493E-20",,,"5,886E-16"
2796.2,"0,4215","0,4215","2,813E-26",,"6,391E-19","1,08E-20",,,"9,607E-17"
2798.1,"0,7273","0,7273","2,895E-27",,"4,451E-18","7,526E-21",,,"1,606E-17"
2800,"1,806","1,806",,,"2,92E-17","4,965E-21",,,"2,517E-18"
2801.9,"4,526","4,526",,,"1,805E-16","3,101E-21",,,"3,698E-19"
2803.8,"10,77","10,77",,,"1,051E-15","1,837E-21",,,"5,09E-20"
2805.8,"25,12","25,12",,,"6,293E-15","1,009E-21",,,"5,887E-21"
2807.7,"52,79","52,79",,,"3,241E-14","5,64E-22",,,"7,095E-22"
2809.6,"104,4","104,4",,,"1,572E-13","3,41E-22",,,
2811.5,"194,1","194,1",,,"7,187E-13","2,605E-22",,,
2813.5,"349,4","349,4",,,"3,336E-12","2,726E-22",,,
2815.4,"573,5","573,5",,,"1,349E-11","3,412E-22",,,
2817.3,"885,7","885,7",,,"5,138E-11","4,423E-22",,,
2819.2,1287,1287,,,"1,843E-10","5,568E-22",,,
2821.2,1786,1786,,,"6,633E-10","6,716E-22",,,
2823.1,2290,2290,,,"0,000000002105","7,566E-22",,,
2825,2762,2762,,,"0,000000006295","8,034E-22",,,
2826.9,3135,3135,,,"0,00000001773","8,036E-22",,,
2828.8,3348,3348,,,"0,00000004706","7,571E-22",,,
2830.8,3360,3360,,,"0,0000001232","6,665E-22",,,
2832.7,3166,3166,,,"0,0000002893","5,553E-22",,,
2834.6,2807,2807,,,"0,0000006398","4,365E-22",,,
2836.5,2342,2342,,,"0,000001333","3,251E-22",,,
2838.5,1812,1812,,,"0,000002707","2,291E-22",,,
2840.4,1334,1334,,,"0,00000499","1,677E-22",,,
2842.3,"923,8","923,8",,,"0,000008667","1,444E-22",,,
2844.2,602,602,,,"0,00001419","1,721E-22",,,
2846.2,"359,1","359,1",,,"0,00002236","2,803E-22",,,
2848.1,"206,5","206,5",,,"0,00003244","4,94E-22",,,
2850,"111,7","111,7",,,"0,00004442","8,64E-22",,,
2851.9,"56,88","56,88",,,"0,00005748","1,445E-21",,,
2853.8,"27,24","27,24",,,"0,00007042","2,288E-21",,,
2855.8,"11,75","11,75",,,"0,00008252","3,484E-21",,,
2857.7,"4,967","4,967",,,"0,00009155","4,889E-21",,,
2859.6,"1,975","1,975",,,"0,00009788","6,466E-21",,,
2861.5,"0,739","0,7389",,,"0,000102","8,059E-21",,,
2863.5,"0,2459","0,2458",,,"0,0001054","9,531E-21",,,
2865.4,"0,08126","0,08115",,,"0,0001091","1,052E-20",,,
2867.3,"0,02532","0,02521",,,"0,0001144","1,094E-20",,,
2869.2,"0,007488","0,007367",,,"0,0001216","1,072E-20",,,
2871.2,"0,00202","0,001889",,,"0,0001303","9,838E-21",,,
2873.1,"0,0006249","0,0004873",,,"0,0001377","8,535E-21",,,
2875,"0,0002605","0,0001182",,,"0,0001422","6,978E-21",,"7,495E-14",
2876.9,"0,0001692","0,00002699",,,"0,0001422","5,378E-21",,"5,601E-13",
2878.8,"0,0001425","0,000005798",,,"0,0001367","3,908E-21",,"3,956E-12",
2880.8,"0,0001266","0,000001075",,,"0,0001255","2,623E-21",,"2,915E-11",
2882.7,"0,0001113","0,000000204",,,"0,0001111","1,696E-21",,"1,834E-10",
2884.6,"0,00009504","0,00000003742",,,"0,000095","1,042E-21",,"0,000000001091",
2886.5,"0,00007921","0,00000001251",,,"0,00007919","6,164E-22",,"0,000000006133",
2888.5,"0,00006491","0,00000004053",,,"0,00006483","3,534E-22",,"0,00000003553",
2890.4,"0,00005511","0,0000002116",,,"0,00005472","2,238E-22",,"0,000000178",
2892.3,"0,00005089","0,000001066",,,"0,00004898","1,69E-22",,"0,0000008425",
2894.2,"0,00005705","0,00000508",,,"0,0000482","1,6E-22",,"0,00000377",
2896.2,"0,00009498","0,00002473",,,"0,00005306","1,792E-22",,"0,00001718",
2898.1,"0,0002365","0,000105",,,"0,00006304","2,117E-22",,"0,00006848",
2900,"0,0007571","0,0004215",,,"0,0000776","2,493E-22",,"0,000258",
2901.9,"0,002613","0,001599",,,"0,00009544","2,845E-22",,"0,000919",
2903.8,"0,008943","0,005735",,,"0,0001145","3,111E-22",,"0,003094",
2905.8,"0,03128","0,0207",,,"0,0001331","3,243E-22",,"0,01045",
2907.7,"0,09763","0,06615",,,"0,0001466","3,199E-22",,"0,03133",
2909.6,"0,2888","0,1998",,,"0,0001539","2,99E-22",,"0,08882",
2911.5,"0,8088","0,5707",,,"0,0001539","2,645E-22",,"0,238",
2913.5,"2,253","1,621",,,"0,0001463","2,189E-22",,"0,632",
2915.4,"5,632","4,123",,,"0,0001333","1,726E-22",,"1,509",
2917.3,"13,32","9,917",,,"0,0001169","1,285E-22",,"3,404",
2919.2,"29,81","22,55",,,"0,00009956","9,044E-23",,"7,259",
2921.2,"65,53","50,37",,,"0,00008249","5,874E-23",,"15,16",
2923.1,"130,8",102,,,"0,00006888","3,677E-23",,"28,8",
2925,"247,1","195,4",,,"0,00005851","2,175E-23",,"51,72",
2926.9,"441,5","353,7",,,"0,00005163","1,216E-23",,"87,8",
2928.8,"746,2","605,3",,,"0,00004856","6,434E-24",,"140,9",
2930.8,1221,1003,,,"0,00005052","3,108E-24",,218,
2932.7,1841,1529,,,"0,00005983","1,48E-24",,"311,7",
2934.6,2625,2204,,,"0,00008095","6,777E-25",,"421,1",
2936.5,3540,3002,,,"0,0001208","3,063E-25",,"537,7",
2938.5,4567,3913,,,"0,0001933","1,416E-25",,"654,5",
2940.4,5494,4750,,,"0,0003021","8,429E-26",,"744,6",
2942.3,6251,5451,,,"0,0004596","7,01E-26",,"800,7",
2944.2,6727,5913,,,"0,0006708","7,541E-26",,"813,9",
2946.2,6841,6062,,,"0,0009474","9,03E-26",,"779,1",
2948.1,6565,5859,,,"0,001246","1,077E-25",,"705,6",
2950,5957,5353,,,"0,001553","1,246E-25",,"604,1",
2951.9,5113,4624,,,"0,001832","1,386E-25",,"489,2",
2953.8,4150,3775,,,"0,002045","1,476E-25",,"375,1",
2955.8,3138,2870,,,"0,002161","1,505E-25",,"268,5","6,957E-21"
2957.7,2275,2088,,,"0,002151","1,473E-25",,"187,3","4,752E-20"
2959.6,1565,1436,,,"0,002025","1,401E-25",,"128,9","3,055E-19"
2961.5,1026,"933,3",,,"0,001803","1,336E-25",,"92,85","1,862E-18"
2963.5,"635,2","558,2",,,"0,001503","1,369E-25",,"77,01","1,178E-17"
2965.4,"403,4","323,3",,,"0,001193","1,657E-25",,"80,1","6,436E-17"
2967.3,"274,9",177,,,"0,0008959","2,455E-25",,"97,86","3,334E-16"
2969.2,"218,7","91,62",,,"0,0006365","4,173E-25",,"127,1","1,637E-15"
2971.2,"209,1","43,11",,,"0,0004186","7,653E-25",,166,"8,254E-15"
2973.1,226,"19,88",,,"0,0002668","1,343E-24",,"206,1","3,634E-14"
2975,"252,5","8,666",,,"0,0001636","2,266E-24",,"243,8","1,517E-13"
2976.9,"277,6","3,571",,,"0,0001009","3,641E-24",,"274,1","6,005E-13"
2978.8,"294,2","1,391",,,"0,00007065","5,553E-24",,"292,8","2,254E-12"
2980.8,"298,2","0,4853",,,"0,00006812","8,169E-24",,"297,7","8,561E-12"
2982.7,"289,2","0,1685",,,"0,00009191","1,115E-23",,"289,1","2,881E-11"
2984.6,"270,8","0,05527",,,"0,0001432","1,441E-23",,"270,7","9,191E-11"
2986.5,"247,8","0,01714",,,"0,000226","1,764E-23",,"247,8","2,781E-10"
2988.5,"224,6","0,004705",,,"0,0003519","2,058E-23",,"224,6","8,419E-10"
2990.4,"208,4","0,0013",,,"0,0005096","2,252E-23",,"208,4","0,000000002284"
2992.3,"200,1","0,0003397",,,"0,0007","2,335E-23",,"200,1","0,000000005876"
2994.2,"199,6","0,00008389",,,"0,0009111","2,291E-23",,"199,6","0,00000001433"
2996.2,"204,5","0,00001811",,,"0,001135","2,118E-23",,"204,5","0,0000000346"
2998.1,"210,4","0,000003985",,,"0,001322","1,859E-23",,"210,4","0,00000007571"
3000,"213,1","0,0000008289",,,"0,001461","1,545E-23",,"213,1","0,0000001571"
3001.9,"209,6","0,000000163",,,"0,00153","1,216E-23",,"209,6","0,0000003091"
3003.8,"198,5","0,00000003029",,,"0,001522","9,063E-24",,"198,5","0,0000005769"
3005.8,"179,8","0,00000000485",,,"0,001434","6,271E-24",,"179,8","0,000001051"
3007.7,"158,3","8,032E-10",,,"0,001293","4,179E-24",,"158,3","0,000001759"
3009.6,"137,3","1,257E-10",,,"0,001124","2,637E-24",,"137,3","0,000002794"
3011.5,"121,4","1,861E-11",,,"0,0009568","1,576E-24",,"121,4","0,000004208"
3013.5,"114,8","2,344E-12",,,"0,0008151","8,641E-25",,"114,8","0,000006119"
3015.4,"121,4",,,,"0,0007353","4,617E-25",,"121,4","0,000008272"
3017.3,"142,4",,,,"0,0007207","2,337E-25",,"142,4","0,00001061"
3019.2,"177,2",,,,"0,0007724","1,121E-25",,"177,2","0,00001291"
3021.2,"226,3",,,,"0,0008884","4,925E-26",,"226,3","0,000015"
3023.1,"279,9",,,,"0,001039","2,239E-26",,"279,9","0,0000164"
3025,"334,1",,,,"0,001207","1,229E-26",,"334,1","0,00001701"
3026.9,"381,6",,,,"0,001366","1,225E-26",,"381,6","0,00001676"
3028.8,"415,8",,,,"0,001495","2,125E-26",,"415,8","0,00001569"
3030.8,"431,9",,,,"0,00158","4,447E-26",,"431,9","0,00001388"
3032.7,"425,7",,,,"0,001601","8,837E-26",,"425,7","0,00001177"
3034.6,"399,5",,,,"0,001565","1,677E-25",,"399,5","0,00000958"
3036.5,"356,8",,,,"0,00148","3,024E-25",,"356,8","0,000007582"
3038.5,"300,5",,,,"0,001352","5,316E-25",,"300,5","0,000005908"
3040.4,"242,7",,,,"0,00121","8,611E-25",,"242,7","0,000004851"
3042.3,"186,7",,,,"0,001063","1,324E-24",,"186,7","0,000004353"
3044.2,"136,7",,,,"0,0009208","1,932E-24",,"136,7","0,000004382"
3046.2,"93,43",,,,"0,000784","2,718E-24",,"93,43","0,000004883"
3048.1,"61,89",,,,"0,0006681","3,564E-24",,"61,89","0,000005667"
3050,"39,04",,,,"0,0005653","4,434E-24",,"39,04","0,000006596"
3051.9,"23,45",,,,"0,0004737","5,236E-24",,"23,45","0,00000751"
3053.8,"13,41",,,,"0,0003916","5,869E-24",,"13,41","0,000008265"
3055.8,"7,08",,,,"0,0003142","6,255E-24",,"7,08","0,000008772"
3057.7,"3,712",,,,"0,0002488","6,298E-24",,"3,711","0,000008925"
3059.6,"1,965",,,,"0,0001918","6,019E-24",,"1,964","0,000008762"
3061.5,"1,265",,,,"0,0001433","5,459E-24",,"1,265","0,000008339"
3063.5,"1,406",,,,"0,0001018","4,656E-24",,"1,406","0,000007708"
3065.4,"2,488",,,,"0,00007091","3,795E-24",,"2,488","0,000007038"
3067.3,"5,008",,,,"0,00004762","2,936E-24",,"5,008","0,000006389"
3069.2,"9,975",,,,"0,00003082","2,157E-24",,"9,975","0,000005823"
3071.2,"19,66",,,,"0,00001878","1,476E-24",,"19,66","0,000005343"
3073.1,"35,61",,,,"0,00001142","9,793E-25",,"35,61","0,00000499"
3075,"61,31",,,,"0,000006965","6,23E-25",,"61,31","0,000004702"
3076.9,"100,3",,,,"0,000004568","3,856E-25",,"100,3","0,00000443"
3078.8,156,,,,"0,000003604","2,403E-25",,156,"0,00000413"
3080.8,"234,9",,,,"0,000003669","1,576E-25",,"234,9","0,000003749"
3082.7,"328,9",,,,"0,000004457","1,227E-25",,"328,9","0,000003317"
3084.6,"437,7",,,,"0,000005741","1,128E-25",,"437,7","0,00000283"
3086.5,"553,5",,,,"0,000007348","1,156E-25",,"553,5","0,000002317"
3088.5,"670,7",,,,"0,000009186","1,232E-25",,"670,7","0,000001789"
3090.4,"763,9",,,,"0,00001086","1,291E-25",,"763,9","0,000001334"
3092.3,"826,8",,,,"0,00001227","1,305E-25",,"826,8","0,0000009481"
3094.2,"850,4",,,,"0,00001322","1,261E-25",,"850,4","0,0000006413"
3096.2,"829,1",,,,"0,00001357","1,153E-25",,"829,1","0,0000004026"
3098.1,768,,,,"0,00001326","1,007E-25",,768,"0,0000002457"
3100,"676,2",,,,"0,00001234","8,349E-26",,"676,2","0,0000001425"
3101.9,"565,7",,,,"0,00001095","6,582E-26",,"565,7","0,00000007852"
3103.8,"449,7",,,,"0,000009267","4,93E-26",,"449,7","0,00000004112"
3105.8,"334,4",,,,"0,000007378","3,443E-26",,"334,4","0,00000001969"
3107.7,"239,5",,,,"0,000005657","2,322E-26",,"239,5","0,000000009279"
3109.6,"163,2",,,,"0,000004137","1,489E-26",,"163,2","0,000000004154"
3111.5,"106,1",,,,"0,000002891","9,069E-27",,"106,1","0,000000001767"
3113.5,"64,59",,,,"0,000001898","5,094E-27",,"64,59","6,794E-10"
3115.4,"39,78","4,248E-12",,,"0,000001239","2,797E-27",,"39,78","2,6E-10"
3117.3,"26,01","2,643E-11",,,"0,0000008178","1,465E-27",,"26,01","9,449E-11"
3119.2,"20,71","1,567E-10",,,"0,0000005871","7,435E-28",,"20,71","3,262E-11"
3121.2,"22,36","9,688E-10",,,"0,0000005026","3,814E-28",,"22,36","1,007E-11"
3123.1,"29,79","0,000000005205",,,"0,0000005352","2,715E-28",,"29,79","3,129E-12"
3125,"42,44","0,00000002666",,,"0,0000006492","3,348E-28",,"42,44","9,231E-13"
3126.9,"59,95","0,0000001301",,,"0,0000008218","5,895E-28",,"59,95","2,587E-13"
3128.8,"81,66","0,0000006053",,,"0,000001032","1,124E-27",,"81,66","6,885E-14"
3130.8,"107,7","0,000002899","4,993E-26",,"0,000001271","2,174E-27",,"107,7","1,617E-14"
3132.7,"133,3","0,00001222","3,046E-25",,"0,000001495","3,908E-27",,"133,3","3,872E-15"
3134.6,"157,5","0,00004911","1,772E-24",,"0,000001699","6,73E-27",,"157,5","8,806E-16"
3136.5,"177,4","0,0001881","9,826E-24",,"0,000001876","1,111E-26",,"177,4","1,903E-16"
3138.5,"191,8","0,0007339","5,666E-23",,"0,000002045","1,799E-26",,"191,8","3,587E-17"
3140.4,198,"0,002547","2,85E-22",,"0,000002227","2,73E-26",,198,"6,972E-18"
3142.3,"197,4","0,008425","1,367E-21",,"0,0000025","3,984E-26",,"197,4","1,287E-18"
3144.2,"192,3","0,02656","6,255E-21",,"0,000002972","5,6E-26",,"192,3","2,257E-19"
3146.2,"185,4","0,08447","2,945E-20",,"0,000003839","7,705E-26",,"185,3","3,416E-20"
3148.1,"181,3","0,2413","1,222E-19",,"0,000005188","1,007E-25",,"181,1","5,39E-21"
3150,"183,4","0,6571","4,834E-19",,"0,000007214","1,271E-25",,"182,7","8,078E-22"
3151.9,"194,1","1,705","1,824E-18",,"0,00001004","1,552E-25",,"192,4",
3153.8,"215,1","4,219","6,562E-18",,"0,00001371","1,834E-25",,"210,9",
3155.8,"248,8","10,39","2,399E-17",,"0,00001838","2,109E-25",,"238,4",
3157.7,"292,8","23,3","7,829E-17",,"0,00002334","2,328E-25",,"269,5",
3159.6,"351,4","49,78","2,436E-16",,"0,00002842","2,483E-25",,"301,6",
3161.5,"432,1","101,4","7,228E-16",,"0,00003315","2,558E-25",,"330,7",
3163.5,"557,7","203,5","2,158E-15",,"0,00003723","2,537E-25",,"354,3",
3165.4,"742,7","375,5","5,807E-15",,"0,00003987","2,422E-25",,"367,2",
3167.3,1030,"660,4","1,49E-14",,"0,00004118","2,225E-25",,370,
3169.2,1470,1107,"3,647E-14",,"0,00004135","1,964E-25",,"362,8",
3171.2,2157,1811,"8,888E-14",,"0,00004089","1,648E-25",,346,
3173.1,3074,2751,"1,973E-13",,"0,00004076","1,336E-25",,"323,6",
3175,4280,3983,"4,176E-13",,"0,00004204","1,038E-25",,"297,4",
3176.9,5766,5496,"8,429E-13",,"0,00004596","7,722E-26",,"269,7",
3178.8,7472,7230,"1,622E-12",,"0,00005371","5,497E-26",,"242,5",
3180.8,9376,9161,"3,07E-12",,"0,00006711","3,662E-26",,"215,9",
3182.7,11110,10920,"5,36E-12",,"0,00008552","2,377E-26",,"193,5",
3184.6,12580,12400,"8,922E-12",,"0,0001097","1,474E-26",,"174,5",
3186.5,13590,13430,"1,416E-11",,"0,0001393","8,728E-27",,"158,8",
3188.5,14010,13870,"2,188E-11",,"0,0001753","4,783E-27",,"145,9",
3190.4,13740,13610,"3,151E-11",,"0,0002128","2,575E-27",,"136,8",
3192.3,12860,12730,"4,326E-11",,"0,000252","1,323E-27",,"130,1",
3194.2,11470,11340,"5,664E-11",,"0,0002917","6,482E-28",,"125,3",
3196.2,9665,9544,"7,145E-11",,"0,0003336","2,907E-28",,"121,2",
3198.1,7826,7709,"8,485E-11",,"0,0003742","1,293E-28",,"117,5",
3200,6048,5935,"9,608E-11",,"0,0004176","5,483E-29",,"113,2",
3201.9,4463,4355,"1,037E-10",,"0,0004664","2,217E-29",,"107,6",
3203.8,3147,3046,"1,068E-10",,"0,0005236","8,543E-30",,"100,5",
3205.8,2076,1985,"1,047E-10",,"0,000595","2,973E-30",,"91,08",
3207.7,1339,1258,"9,774E-11",,"0,000673","1,038E-30",,"80,73",
3209.6,"829,6","760,1","8,704E-11",,"0,0007581","3,457E-31",,"69,52",
3211.5,"495,9","437,6","7,392E-11",,"0,0008447","1,096E-31",,"58,21","2,348E-19"
3213.5,"279,5","232,4","5,912E-11",,"0,0009293","3,108E-32",,"47,12","1,508E-18"
3215.4,"159,5","121,3","4,554E-11",,"0,0009955","8,929E-33",,"38,28","8,422E-18"
3217.3,"92,23","60,3","3,345E-11",,"0,001041","2,444E-33",,"31,92","4,497E-17"
3219.2,"57,37","28,58","2,343E-11",,"0,001064","6,375E-34",,"28,79","2,296E-16"
3221.2,"42,03","12,37","1,53E-11",,"0,001061","1,47E-34",,"29,66","1,216E-15"
3223.1,"40,34","5,312","9,72E-12",,"0,001036","3,471E-35",,"35,03","5,656E-15"
3225,"47,42","2,175","5,888E-12",,"0,0009947","7,809E-36",,"45,24","2,515E-14"
3226.9,"61,43","0,8485","3,402E-12",,"0,0009417","1,674E-36",,"60,58","1,069E-13"
3228.8,"81,38","0,3156","1,874E-12",,"0,0008819","3,417E-37",,"81,06","4,342E-13"
3230.8,108,"0,1058","9,502E-13",,"0,0008157","6,088E-38",,"107,9","1,808E-12"
3232.7,"137,5","0,03565","4,748E-13",,"0,000752","1,125E-38",,"137,5","6,696E-12"
3234.6,170,"0,01145","2,262E-13",,"0,000689","1,994E-39",,170,"2,37E-11"
3236.5,"203,6","0,003506","1,028E-13",,"0,0006275","4,049E-40",,"203,6","8,015E-11"
3238.5,"237,9","0,0009575","4,255E-14",,"0,0005649","4,774E-40",,"237,9","2,753E-10"
3240.4,"267,1","0,0002657","1,753E-14",,"0,0005077","2,166E-39",,"267,1","8,488E-10"
3242.3,"290,6","0,00007025","6,89E-15",,"0,0004527","1,045E-38",,"290,6","0,000000002501"
3244.2,"306,3","0,0000177","2,582E-15",,"0,0004","4,822E-38",,"306,3","0,000000007046"
3246.2,"313,1","0,00000394","8,727E-16",,"0,0003469","2,298E-37",,"313,1","0,00000001996"
3248.1,"309,8","0,0000008999","2,966E-16",,"0,0002989","9,673E-37",,"309,8","0,00000005124"
3250,"297,3","0,0000001959","9,613E-17",,"0,0002539","3,895E-36",,"297,3","0,0000001257"
3251.9,"277,2","0,00000004064","2,971E-17",,"0,0002127","1,533E-35",,"277,2","0,0000002949"
3253.8,"251,6","0,000000008038","8,755E-18",,"0,0001764","5,721E-35",,"251,6","0,0000006612"
3255.8,"221,5","0,000000001386","2,298E-18",,"0,0001445","2,199E-34",,"221,5","0,000001473"
3257.7,"192,7","2,483E-10","6,143E-19",,"0,0001207","7,643E-34",,"192,7","0,00000301"
3259.6,"165,8","4,241E-11","1,566E-19",,"0,0001032","2,588E-33",,"165,8","0,000005881"
3261.5,"142,7","6,905E-12","3,806E-20",,"0,0000914","8,605E-33",,"142,7","0,00001098"
3263.5,"123,3",,"8,157E-21",,"0,00008385","3,024E-32",,"123,3","0,00002018"
3265.4,"109,9",,"1,798E-21",,"0,00007994","1,001E-31",,"109,9","0,00003436"
3267.3,"101,4",,"3,78E-22",,"0,0000781","3,346E-31",,"101,4","0,00005594"
3269.2,"97,27",,"7,578E-23",,"0,00007779","1,134E-30",,"97,27","0,00008708"
3271.2,"97,34",,"1,326E-23",,"0,00007956","4,136E-30",,"97,34","0,0001322"
3273.1,"101,3",,"2,411E-24",,"0,00008492","1,415E-29",,"101,3","0,0001879"
3275,"108,9",,"4,18E-25",,"0,00009687","4,79E-29",,"108,9","0,0002556"
3276.9,"120,3",,"6,911E-26",,"0,0001197","1,59E-28",,"120,3","0,000333"
3278.8,"135,6",,"1,09E-26",,"0,0001587","5,133E-28",,"135,6","0,0004159"
3280.8,156,,,,"0,0002234","1,701E-27",,156,"0,0005029"
3282.7,"179,4",,,,"0,0003126","5,107E-27",,"179,4","0,0005787"
3284.6,"206,1",,,,"0,0004321","1,474E-26",,"206,1","0,0006422"
3286.5,235,,,,"0,0005815","4,082E-26",,235,"0,0006898"
3288.5,"266,4",,,,"0,000766","1,139E-25",,"266,4","0,0007216"
3290.4,"295,5",,,,"0,0009572","2,891E-25",,"295,5","0,0007364"
3292.3,"322,1",,,,"0,00115","7,023E-25",,"322,1","0,0007399"
3294.2,"344,9",,,,"0,00133","1,633E-24",,"344,9","0,000737"
3296.2,"363,7",,,,"0,001489","3,787E-24",,"363,7","0,0007312"
3298.1,"376,1",,,,"0,001601","8,049E-24",,"376,1","0,0007255"
3300,"382,8",,,,"0,001674","1,637E-23",,"382,8","0,0007196"
3301.9,"383,5",,,,"0,001715","3,187E-23",,"383,5","0,0007116"
3303.8,"377,8",,,,"0,001742","5,937E-23",,"377,8","0,0006985"
3305.8,"364,5",,,,"0,001784","1,09E-22",,"364,5","0,0006758"
3307.7,"344,6",,,,"0,001868","1,854E-22",,"344,6","0,0006434"
3309.6,"317,7",,,,"0,00203","3,02E-22",,"317,7","0,0005998"
3311.5,"284,8",,,,"0,002302","4,707E-22",,"284,8","0,0005459"
3313.5,"245,4",,,,"0,002737","7,16E-22",,"245,4","0,0004807"
3315.4,"205,6",,,,"0,003309","1,019E-21",,"205,6","0,0004143"
3317.3,"166,1",,,,"0,004044","1,389E-21",,"166,1","0,0003478"
3319.2,"129,1",,,,"0,004932","1,811E-21",,"129,1","0,0002847"
3321.2,"95,02",,,,"0,006003","2,283E-21",,"95,02","0,0002258"
3323.1,"68,33",,,,"0,007107","2,72E-21",,"68,33","0,0001791"
3325,"47,63",,,,"0,008235","3,1E-21",,"47,63","0,0001428"
3326.9,"32,76",,,,"0,009316","3,382E-21",,"32,75","0,0001169"
3328.8,"23,18",,,,"0,01027","3,53E-21",,"23,17","0,0001004"
3330.8,"18,11",,,,"0,01107","3,521E-21",,"18,1","0,00009148"
3332.7,"17,42",,,,"0,01157","3,358E-21",,"17,4","0,00008888"
3334.6,"20,23",,,,"0,01178","3,064E-21",,"20,22","0,00008984"
3336.5,"26,17",,,,"0,01171","2,676E-21",,"26,16","0,00009242"
3338.5,"35,38",,,,"0,01137","2,213E-21",,"35,37","0,00009517"
3340.4,"46,43",,,,"0,01085","1,765E-21",,"46,42","0,00009667"
3342.3,"59,06",,,,"0,01024","1,348E-21",,"59,05","0,00009651"
3344.2,"72,39",,,,"0,009614","9,848E-22",,"72,38","0,00009456"
3346.2,"86,03",,,,"0,009009","6,75E-22",,"86,02","0,00009078"
3348.1,"97,53",,,,"0,008531","4,506E-22",,"97,52","0,00008596"
3350,"106,7",,,,"0,008152","2,879E-22",,"106,7","0,00008042"
3351.9,"113,2",,,,"0,007851","1,76E-22",,"113,2","0,00007453"
3353.8,117,,,,"0,007584","1,03E-22",,117,"0,00006857"
3355.8,"118,8",,,,"0,007283","5,591E-23",,"118,8","0,00006235"
3357.7,"119,5",,,,"0,006933","2,991E-23",,"119,5","0,00005652"
3359.6,"120,7",,,,"0,006495","1,532E-23",,"120,7","0,00005068"
3361.5,"123,9",,,,"0,005965","7,51E-24",,"123,9","0,0000448"
