File,Cant_Ventanas_Probadas,W_STEP,W_RANGE,Distance_mejor_ventana,IoU_mejor_ventana,Error_de_desplazamiento
WCOMP01.fits,700,25,1900,24.953245785460023,0.0667139347254318,1279.961294321235
WCOMP02.fits,700,25,1900,24.477172432330253,0.06683966919619742,1279.7773608813445
WCOMP03.fits,700,25,1900,25.478642863130926,0.06666308341739484,1279.6240340772636
WCOMP04.fits,700,25,1900,25.270009214699844,0.06670399985629728,1279.8067652361688
WCOMP05.fits,700,25,1900,25.272143954979715,0.06670828430951924,1279.8014747076031
WCOMP06.fits,700,25,1900,23.979755492242134,0.06691530083696604,1279.8379442942546
WCOMP07.fits,700,25,1900,25.11091390451229,0.06663955650478778,1279.8459643271415
WCOMP08.fits,700,25,1900,24.85473371644921,0.06676019961975416,1279.9299192628737
WCOMP09.fits,700,25,1900,24.882627038703593,0.06676115352889493,1279.928526783653
WCOMP10.fits,700,25,1900,24.746349413858308,0.0667790621150818,1279.929301586192
WCOMP11.fits,700,25,1900,25.215741503747264,0.06675317022798655,1279.8088887947695
WCOMP12.fits,700,25,1900,25.477332412584026,0.06667044892750104,1279.8700912994443
WCOMP13.fits,700,25,1900,24.95916708115701,0.06676614727209763,1279.9359804410522
WCOMP14.fits,700,25,1900,24.969927341887654,0.06676340815560641,1279.9352416416186
WCOMP15.fits,700,25,1900,25.329092927621307,0.06672582925425727,1279.8432316577598
WCOMP16.fits,700,25,1900,25.07283850763558,0.06675618448126154,1279.8171613377747
WCOMP17.fits,700,25,1900,24.694787903082826,0.06680559810553424,1279.830257206626
WCOMP18.fits,700,25,1900,24.67250776435542,0.06684580143805355,1279.7850548550716
WCOMP19.fits,700,25,1900,24.44275860465654,0.06644227790907321,1280.0371730759616
WCOMP20_A.fits,700,25,1900,24.055292878762536,0.06687317785170227,1279.7477762962062
WCOMP20_A.fits,700,25,1900,24.055292878762536,0.06687317785170227,1279.7477762962062
WCOMP21.fits,700,25,1900,24.526492989719834,0.06693658244858701,1279.7185267170837
WCOMP22.fits,700,25,1900,24.38457470451515,0.06687039751502741,1279.8628073361547
WCOMP23.fits,700,25,1900,24.285337096134686,0.06687291695320617,1279.850734412686
WCOMP24.fits,700,25,1900,25.330103774548643,0.0667427366145743,1279.8473617122233
WCOMP25.fits,700,25,1900,24.045349756971245,0.06684141740296158,1279.8021783008617
WCOMP26.fits,700,25,1900,25.503877628190974,0.06656536810565923,1279.7953937527145
WCOMP27.fits,700,25,1900,25.3063627563643,0.06667199742486109,1279.8098379710186
WCOMP28.fits,700,25,1900,25.402925123905863,0.06667283430650894,1279.8078562186136
WCOMP29.fits,700,25,1900,25.33469980365627,0.06669517377972153,1279.8419403932817
WCOMP30.fits,700,25,1900,25.33469980365627,0.06669517377972153,1279.8419403932817
WCOMP31.fits,700,25,1900,25.716576052579022,0.06657791360013308,1279.8808238147408
